gene_id,gene_type,genomic_strand,split,labels,gene_name
ENSG00000112304,protein_coding,+,valid,0.6496323799777496,ACOT13
ENSG00000119673,protein_coding,+,train,0.7003173376778883,ACOT2
ENSG00000177465,protein_coding,+,train,-0.5058359333325643,ACOT4
ENSG00000205669,protein_coding,+,train,-1.4267046408819954,ACOT6
ENSG00000097021,protein_coding,-,train,0.9111484381328909,ACOT7
ENSG00000101473,protein_coding,-,train,0.5910074232054373,ACOT8
ENSG00000123130,protein_coding,-,train,0.7642792255587064,ACOT9
ENSG00000161533,protein_coding,-,train,0.7641708910958264,ACOX1
ENSG00000168306,protein_coding,-,train,-0.20661803400462608,ACOX2
ENSG00000087008,protein_coding,-,train,0.5307408905533345,ACOX3
ENSG00000153093,protein_coding,+,train,-1.3333139103797556,ACOXL
ENSG00000143727,protein_coding,+,train,1.2223842333148351,ACP1
ENSG00000134575,protein_coding,-,train,0.8939593347982987,ACP2
ENSG00000102575,protein_coding,-,train,0.277862306917685,ACP5
ENSG00000162836,protein_coding,-,train,0.47931405721642034,ACP6
ENSG00000100312,protein_coding,+,train,-1.2373037939736886,ACR
ENSG00000111644,protein_coding,-,train,-0.5841357605020664,ACRBP
ENSG00000134940,protein_coding,-,train,-1.378706039930046,ACRV1
ENSG00000103740,protein_coding,-,train,-0.8400288372907682,ACSBG1
ENSG00000130377,protein_coding,+,train,-1.4158491531920192,ACSBG2
ENSG00000167107,protein_coding,+,train,0.38908334026773495,ACSF2
ENSG00000176715,protein_coding,+,train,0.39999417219567085,ACSF3
ENSG00000151726,protein_coding,-,train,0.6312382016463213,ACSL1
ENSG00000123983,protein_coding,+,train,1.0663236159390903,ACSL3
ENSG00000068366,protein_coding,-,train,1.0939491575159601,ACSL4
ENSG00000197142,protein_coding,+,train,-0.19126937821736037,ACSL5
ENSG00000164398,protein_coding,-,train,-1.0946176853795873,ACSL6
ENSG00000166743,protein_coding,-,train,-1.1158031522096954,ACSM1
ENSG00000183747,protein_coding,+,train,-1.4608462860149523,ACSM2A
ENSG00000066813,protein_coding,-,valid,-1.4632121967076765,ACSM2B
ENSG00000005187,protein_coding,+,train,-0.21303530389088776,ACSM3
ENSG00000183549,protein_coding,+,train,-1.4180004680382645,ACSM5
ENSG00000154930,protein_coding,-,train,0.3054357371075275,ACSS1
ENSG00000131069,protein_coding,+,train,0.9587069388156363,ACSS2
ENSG00000111058,protein_coding,+,train,-0.0073969311812584196,ACSS3
ENSG00000143632,protein_coding,-,test,-0.4812679001707323,ACTA1
ENSG00000107796,protein_coding,-,train,1.245303042624141,ACTA2
ENSG00000075624,protein_coding,-,train,3.2576765184943013,ACTB
ENSG00000169067,protein_coding,-,train,-1.4446072979975124,ACTBL2
ENSG00000159251,protein_coding,-,train,-0.8458021025952097,ACTC1
ENSG00000184009,protein_coding,-,valid,3.266395777879994,ACTG1
ENSG00000163017,protein_coding,+,train,-0.4483207343529354,ACTG2
ENSG00000136518,protein_coding,+,train,0.9594684388158894,ACTL6A
ENSG00000077080,protein_coding,-,test,-1.378706039930046,ACTL6B
ENSG00000187003,protein_coding,+,train,-1.4632121967076765,ACTL7A
ENSG00000148156,protein_coding,-,train,-1.4267046408819954,ACTL7B
ENSG00000117148,protein_coding,+,valid,-1.4201615838971353,ACTL8
ENSG00000181786,protein_coding,-,train,-1.4632121967076765,ACTL9
ENSG00000072110,protein_coding,-,train,1.3210252104919642,ACTN1
ENSG00000077522,protein_coding,+,train,-0.8362186633077959,ACTN2
ENSG00000130402,protein_coding,+,train,1.8579706561530505,ACTN4
ENSG00000131966,protein_coding,+,train,0.9852701054863485,ACTR10
ENSG00000138107,protein_coding,-,train,1.4291914826750836,ACTR1A
ENSG00000115073,protein_coding,-,train,1.335292379548474,ACTR1B
ENSG00000138071,protein_coding,+,train,1.6067615761995953,ACTR2
ENSG00000115091,protein_coding,+,train,1.1352701826858491,ACTR3
ENSG00000133627,protein_coding,+,train,-0.02126429061188079,ACTR3B
ENSG00000106526,protein_coding,-,train,-0.733158502526402,ACTR3C
ENSG00000101442,protein_coding,+,train,0.6014123901498433,ACTR5
ENSG00000075089,protein_coding,+,train,0.5733904299987376,ACTR6
ENSG00000113812,protein_coding,-,train,0.6338977933777171,ACTR8
ENSG00000123165,protein_coding,-,train,-1.4632121967076765,ACTRT1
ENSG00000169717,protein_coding,+,train,-1.4632121967076765,ACTRT2
ENSG00000115170,protein_coding,-,train,0.6966838715033966,ACVR1
ENSG00000135503,protein_coding,+,train,0.6773589360576127,ACVR1B
ENSG00000123612,protein_coding,-,train,-0.9136840070080322,ACVR1C
ENSG00000121989,protein_coding,+,train,0.23450141059161334,ACVR2A
ENSG00000114739,protein_coding,+,train,-0.43592015311743426,ACVR2B
ENSG00000139567,protein_coding,+,valid,-0.30588950611464916,ACVRL1
ENSG00000243989,protein_coding,+,train,0.7354750416295247,ACY1
ENSG00000132744,protein_coding,-,train,-1.1857068098066483,ACY3
ENSG00000119640,protein_coding,-,train,0.4841874347692465,ACYP1
ENSG00000170634,protein_coding,+,train,0.06237688843742405,ACYP2
ENSG00000196839,protein_coding,-,train,0.6254385985990792,ADA
ENSG00000164113,protein_coding,+,train,-1.4632121967076765,ADAD1
ENSG00000140955,protein_coding,+,train,-1.0569000163707332,ADAD2
ENSG00000168803,protein_coding,+,train,0.2423130213036188,ADAL
ENSG00000137845,protein_coding,-,train,1.0619483819610136,ADAM10
ENSG00000073670,protein_coding,+,train,-0.5908750640597991,ADAM11
ENSG00000148848,protein_coding,-,train,-0.6447246324166227,ADAM12
ENSG00000143537,protein_coding,+,train,0.9057932117675435,ADAM15
ENSG00000151694,protein_coding,-,train,0.7290317304324978,ADAM17
ENSG00000168619,protein_coding,+,train,-1.4632121967076765,ADAM18
ENSG00000135074,protein_coding,-,train,0.44635487804072965,ADAM19
ENSG00000104755,protein_coding,-,train,-1.4632121967076765,ADAM2
ENSG00000134007,protein_coding,-,train,-1.2242270792593881,ADAM20
ENSG00000139985,protein_coding,+,train,-1.1587397488892823,ADAM21
ENSG00000008277,protein_coding,+,train,-0.5507640738972822,ADAM22
ENSG00000114948,protein_coding,+,train,0.0013393030399678982,ADAM23
ENSG00000042980,protein_coding,+,train,-1.0173064896211195,ADAM28
ENSG00000168594,protein_coding,+,train,-1.4632121967076765,ADAM29
ENSG00000134249,protein_coding,-,test,-1.4632121967076765,ADAM30
ENSG00000197140,protein_coding,+,train,-1.1675595216143098,ADAM32
ENSG00000149451,protein_coding,-,train,-0.0658522662518375,ADAM33
ENSG00000069206,protein_coding,+,train,-1.4632121967076765,ADAM7
ENSG00000151651,protein_coding,-,train,-0.1832181986869256,ADAM8
ENSG00000168615,protein_coding,+,train,1.0674225824669372,ADAM9
ENSG00000134028,protein_coding,+,train,-1.4491905617733891,ADAMDEC1
ENSG00000154734,protein_coding,-,train,0.9379708247084655,ADAMTS1
ENSG00000142303,protein_coding,-,train,0.30027830892474516,ADAMTS10
ENSG00000151388,protein_coding,-,train,-0.5916298201626241,ADAMTS12
ENSG00000160323,protein_coding,+,train,-0.08740348876431607,ADAMTS13
ENSG00000138316,protein_coding,+,train,-0.7669052871635532,ADAMTS14
ENSG00000166106,protein_coding,+,train,-0.34174407192210027,ADAMTS15
ENSG00000145536,protein_coding,+,train,-1.1843872982171648,ADAMTS16
ENSG00000140470,protein_coding,-,train,-0.8145826737059026,ADAMTS17
ENSG00000140873,protein_coding,-,train,-1.3907667941020359,ADAMTS18
ENSG00000145808,protein_coding,+,test,-1.2227961155481624,ADAMTS19
ENSG00000087116,protein_coding,-,train,0.14028752828381943,ADAMTS2
ENSG00000173157,protein_coding,-,train,-1.4538185410237352,ADAMTS20
ENSG00000156140,protein_coding,-,valid,-0.7544993788127026,ADAMTS3
ENSG00000158859,protein_coding,-,train,-0.009938666917073841,ADAMTS4
ENSG00000154736,protein_coding,-,test,-0.6326302988860694,ADAMTS5
ENSG00000049192,protein_coding,-,train,-0.40690607946270524,ADAMTS6
ENSG00000136378,protein_coding,-,train,0.28475856297063074,ADAMTS7
ENSG00000134917,protein_coding,-,train,-1.1158031522096954,ADAMTS8
ENSG00000163638,protein_coding,-,train,-0.03193750300101747,ADAMTS9
ENSG00000178031,protein_coding,+,train,-0.8470946486552795,ADAMTSL1
ENSG00000197859,protein_coding,+,train,-0.9070287505405106,ADAMTSL2
ENSG00000156218,protein_coding,+,train,-0.9894211401134645,ADAMTSL3
ENSG00000143382,protein_coding,+,train,0.3105940760488633,ADAMTSL4
ENSG00000185761,protein_coding,-,train,-0.08350565162722447,ADAMTSL5
ENSG00000105963,protein_coding,-,train,-0.06647601928129293,ADAP1
ENSG00000184060,protein_coding,+,train,-0.40004768369700316,ADAP2
ENSG00000160710,protein_coding,-,train,1.5529542418566902,ADAR
ENSG00000197381,protein_coding,+,train,0.3293854190411238,ADARB1
ENSG00000185736,protein_coding,-,train,-0.9731065582294783,ADARB2
ENSG00000065457,protein_coding,-,train,0.5890993918344628,ADAT1
ENSG00000189007,protein_coding,-,train,0.1639082777972435,ADAT2
ENSG00000213638,protein_coding,+,train,0.1686466086162393,ADAT3
ENSG00000063761,protein_coding,+,train,0.10960818244229094,ADCK1
ENSG00000133597,protein_coding,+,train,0.6532873774479048,ADCK2
ENSG00000173137,protein_coding,+,test,0.3636136069872914,ADCK5
ENSG00000164742,protein_coding,+,train,-0.5662606418679104,ADCY1
ENSG00000143199,protein_coding,-,train,-1.277241500440926,ADCY10
ENSG00000078295,protein_coding,+,train,-1.0609457902387665,ADCY2
ENSG00000138031,protein_coding,-,test,0.8180282279776444,ADCY3
ENSG00000129467,protein_coding,-,test,-0.6248704029854211,ADCY4
ENSG00000173175,protein_coding,-,train,-0.21337547178682156,ADCY5
ENSG00000174233,protein_coding,-,test,0.7630644640483764,ADCY6
ENSG00000121281,protein_coding,+,train,0.3140766938056841,ADCY7
ENSG00000155897,protein_coding,-,train,-1.4267046408819954,ADCY8
ENSG00000162104,protein_coding,-,train,0.5630738443777634,ADCY9
ENSG00000141433,protein_coding,+,train,-1.3479672487791965,ADCYAP1
ENSG00000078549,protein_coding,+,train,-0.9859395530311121,ADCYAP1R1
ENSG00000087274,protein_coding,+,train,1.2106014512805072,ADD1
ENSG00000075340,protein_coding,-,train,-0.9084996481858718,ADD2
ENSG00000148700,protein_coding,+,train,1.1534308086271874,ADD3
ENSG00000187758,protein_coding,-,train,-1.3190996900392886,ADH1A
ENSG00000196616,protein_coding,-,train,-1.4514989074990443,ADH1B
ENSG00000198099,protein_coding,-,train,-1.3727887393688523,ADH4
ENSG00000197894,protein_coding,-,valid,1.428043424370118,ADH5
ENSG00000172955,protein_coding,-,train,-1.3243802355946601,ADH6
ENSG00000196344,protein_coding,-,train,-1.4632121967076765,ADH7
ENSG00000147576,protein_coding,+,train,0.2874300405244043,ADHFE1
ENSG00000182551,protein_coding,-,valid,0.9769859754803227,ADI1
ENSG00000182035,protein_coding,+,train,-1.4632121967076765,ADIG
ENSG00000181092,protein_coding,+,train,-1.458492116862817,ADIPOQ
ENSG00000159346,protein_coding,-,train,1.5403685159994498,ADIPOR1
ENSG00000006831,protein_coding,+,train,1.058185779688678,ADIPOR2
ENSG00000156110,protein_coding,+,train,0.9082625275458616,ADK
ENSG00000148926,protein_coding,+,train,0.8981928521404883,ADM
ENSG00000128165,protein_coding,+,train,-0.2247400920267595,ADM2
ENSG00000101126,protein_coding,-,train,1.147479943531713,ADNP
ENSG00000101544,protein_coding,+,train,0.6971832547588572,ADNP2
ENSG00000181915,protein_coding,+,train,0.8450411005696118,ADO
ENSG00000163485,protein_coding,+,train,-0.7529048760994538,ADORA1
ENSG00000128271,protein_coding,+,test,-0.1352710406470037,ADORA2A
ENSG00000170425,protein_coding,+,train,0.09606772955258294,ADORA2B
ENSG00000159322,protein_coding,-,train,1.1730131005992972,ADPGK
ENSG00000144843,protein_coding,+,train,-0.14977782270558423,ADPRH
ENSG00000153531,protein_coding,-,train,-0.4023228156868284,ADPRHL1
ENSG00000120907,protein_coding,-,train,-1.3611710784461104,ADRA1A
ENSG00000170214,protein_coding,+,train,-0.6447246324166227,ADRA1B
ENSG00000171873,protein_coding,-,train,-0.9911715631718142,ADRA1D
ENSG00000150594,protein_coding,+,test,-0.7142013677541011,ADRA2A
ENSG00000184160,protein_coding,+,train,-0.30054334338366145,ADRA2C
ENSG00000043591,protein_coding,+,train,-0.9373498757074751,ADRB1
ENSG00000169252,protein_coding,+,train,-0.09186010616943888,ADRB2
ENSG00000188778,protein_coding,-,train,-1.440067893877767,ADRB3
ENSG00000130706,protein_coding,+,train,1.5140773602758115,ADRM1
ENSG00000239900,protein_coding,+,test,1.0154010957942643,ADSL
ENSG00000106624,protein_coding,+,train,0.9679485989618063,AEBP1
ENSG00000139154,protein_coding,+,train,0.681607310572764,AEBP2
ENSG00000181026,protein_coding,+,train,0.8135581954979214,AEN
ENSG00000196526,protein_coding,-,train,0.50611621222516,AFAP1
ENSG00000157510,protein_coding,+,train,0.215941517084972,AFAP1L1
ENSG00000169129,protein_coding,-,train,-0.04811124414525231,AFAP1L2
ENSG00000172493,protein_coding,+,train,0.8722230115765662,AFF1
ENSG00000155966,protein_coding,+,train,-0.8743989264977534,AFF2
ENSG00000144218,protein_coding,-,test,-0.25144412122188503,AFF3
ENSG00000072364,protein_coding,-,valid,1.069294113814199,AFF4
ENSG00000141385,protein_coding,-,train,1.229294796522199,AFG3L2
ENSG00000079557,protein_coding,+,train,-1.4632121967076765,AFM
ENSG00000183077,protein_coding,+,train,0.4633658553265815,AFMID
ENSG00000081051,protein_coding,+,train,-1.3887352530502792,AFP
ENSG00000119844,protein_coding,+,train,0.7874689183322054,AFTPH
ENSG00000038002,protein_coding,-,train,0.4869165856964358,AGA
ENSG00000157985,protein_coding,+,train,0.4865276669974739,AGAP1
ENSG00000135439,protein_coding,-,train,-0.2042754904265368,AGAP2
ENSG00000133612,protein_coding,+,valid,0.6941288070129273,AGAP3
ENSG00000172650,protein_coding,-,valid,0.1960519222353444,AGAP5
ENSG00000204149,protein_coding,+,train,0.6500460095146842,AGAP6
ENSG00000165923,protein_coding,-,train,-0.733158502526402,AGBL2
ENSG00000146856,protein_coding,+,valid,-0.8268250076238547,AGBL3
ENSG00000186094,protein_coding,-,train,-1.3708325959347623,AGBL4
ENSG00000084693,protein_coding,+,train,0.7569435518903007,AGBL5
ENSG00000204305,protein_coding,-,train,0.300163060112091,AGER
ENSG00000173744,protein_coding,+,train,1.1625750959870564,AGFG1
ENSG00000106351,protein_coding,+,train,0.312507064023807,AGFG2
ENSG00000164252,protein_coding,+,train,0.8003516887646572,AGGF1
ENSG00000006530,protein_coding,+,train,0.5785138635335503,AGK
ENSG00000162688,protein_coding,+,train,0.5498458492813203,AGL
ENSG00000116771,protein_coding,-,train,-0.43919540739858925,AGMAT
ENSG00000187546,protein_coding,-,train,-1.2417440520777001,AGMO
ENSG00000204310,protein_coding,-,train,1.4027675923516694,AGPAT1
ENSG00000169692,protein_coding,-,train,1.1194191216828173,AGPAT2
ENSG00000160216,protein_coding,+,train,0.7985613677098868,AGPAT3
ENSG00000026652,protein_coding,-,test,0.11924157029529843,AGPAT4
ENSG00000155189,protein_coding,+,valid,0.8732571984849831,AGPAT5
ENSG00000018510,protein_coding,+,train,0.7003669184577143,AGPS
ENSG00000106541,protein_coding,-,train,-1.2985464054434328,AGR2
ENSG00000173467,protein_coding,-,train,-1.4632121967076765,AGR3
ENSG00000188157,protein_coding,+,train,1.148618294461252,AGRN
ENSG00000159723,protein_coding,-,train,-1.3333139103797556,AGRP
ENSG00000135744,protein_coding,-,train,-0.5153872112510685,AGT
ENSG00000135049,protein_coding,-,test,0.6827406745385067,AGTPBP1
ENSG00000144891,protein_coding,+,train,-0.8091750445367385,AGTR1
ENSG00000180772,protein_coding,+,train,-1.4632121967076765,AGTR2
ENSG00000177674,protein_coding,+,train,0.9492816472578258,AGTRAP
ENSG00000172482,protein_coding,+,train,-1.4514989074990443,AGXT
ENSG00000113492,protein_coding,-,train,-1.458492116862817,AGXT2
ENSG00000153207,protein_coding,-,train,0.5784497602752701,AHCTF1
ENSG00000101444,protein_coding,-,train,1.72659764388734,AHCY
ENSG00000168710,protein_coding,+,train,1.4654548267578094,AHCYL1
ENSG00000158467,protein_coding,+,train,0.6146034051904865,AHCYL2
ENSG00000126705,protein_coding,-,train,0.7632816140226657,AHDC1
ENSG00000135541,protein_coding,-,train,0.20683822761349793,AHI1
ENSG00000124942,protein_coding,-,train,1.5710955929511852,AHNAK
ENSG00000185567,protein_coding,-,train,-0.34735260392101697,AHNAK2
ENSG00000106546,protein_coding,+,train,0.7365098426785565,AHR
ENSG00000063438,protein_coding,+,train,-0.2914304121255367,AHRR
ENSG00000100591,protein_coding,+,train,1.3388544177317685,AHSA1
ENSG00000145192,protein_coding,+,train,-1.3052990334988772,AHSG
ENSG00000169877,protein_coding,+,train,-1.4355715179326214,AHSP
ENSG00000111732,protein_coding,-,train,-1.4468933945211957,AICDA
ENSG00000186063,protein_coding,-,train,0.9162866621754255,AIDA
ENSG00000204472,protein_coding,+,train,-0.038364507603512364,AIF1
ENSG00000126878,protein_coding,+,train,0.47935355957814957,AIF1L
ENSG00000156709,protein_coding,-,train,0.9641541189147389,AIFM1
ENSG00000042286,protein_coding,-,train,0.3938847817880545,AIFM2
ENSG00000183773,protein_coding,+,train,-0.8764598889455631,AIFM3
ENSG00000146416,protein_coding,+,train,0.6381280187645076,AIG1
ENSG00000163568,protein_coding,-,test,-0.9606116099306202,AIM2
ENSG00000164022,protein_coding,+,train,1.0901278221558144,AIMP1
ENSG00000106305,protein_coding,+,train,1.174575599250822,AIMP2
ENSG00000110711,protein_coding,+,train,1.432714379479903,AIP
ENSG00000129221,protein_coding,-,test,-1.4632121967076765,AIPL1
ENSG00000160224,protein_coding,+,train,-1.338756005752974,AIRE
ENSG00000196581,protein_coding,+,train,-0.760931533098965,AJAP1
ENSG00000129474,protein_coding,-,train,0.6396800278869997,AJUBA
ENSG00000106992,protein_coding,-,train,0.9605152998925567,AK1
ENSG00000004455,protein_coding,-,train,1.174091866193823,AK2
ENSG00000147853,protein_coding,-,train,1.2272909544216841,AK3
ENSG00000162433,protein_coding,+,valid,0.6195672107188417,AK4
ENSG00000154027,protein_coding,+,train,-0.7413728049340037,AK5
ENSG00000140057,protein_coding,+,train,-0.7413728049340037,AK7
ENSG00000165695,protein_coding,-,test,-0.8847944654673231,AK8
ENSG00000121057,protein_coding,+,train,0.9301096369827175,AKAP1
